Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	6.1642	2.7967	0.	5.0648e-002
2	5.9636	3.2035	0.	4.7299e-002
3	6.8932	1.4313	0.	6.316e-002
4	3.8116	3.3494	0.	1.9645e-002
5	7.1217	4.2694	0.	6.7278e-002
6	4.9013	0.39618	0.	2.9614e-002
7	6.9422	0.55836	0.	6.3429e-002
8	4.8377	4.6844	0.	2.9949e-002
9	6.7862	5.475	0.	5.9292e-002
10	7.1973	3.6176	0.	6.9208e-002
11	4.9263	5.3979	0.	2.9901e-002
12	4.4754	1.4743	0.	2.6273e-002
13	3.3642	1.2492	0.	1.4955e-002
14	4.4686	2.3895	0.	2.6742e-002
15	8.1173	1.8052	0.	8.8092e-002
16	3.9764	5.1975	0.	1.9975e-002
17	1.3572	4.7615	0.	2.3919e-003
18	1.1685	1.1942	0.	1.7848e-003
19	2.2983	1.1699	0.	6.9374e-003
20	7.8557	0.96271	0.	8.2256e-002
21	9.1937	0.97906	0.	0.11135
22	10.349	1.0943	0.	0.13833
23	11.417	1.2123	0.	0.16453
24	12.591	1.1947	0.	0.1945
25	13.754	1.1794	0.	0.22522
26	14.914	1.173	0.	0.25671
27	16.058	1.1792	0.	0.28842
28	17.196	1.1827	0.	0.32043
29	18.325	1.1831	0.	0.35258
30	19.462	1.1924	0.	0.38516
31	20.59	1.1943	0.	0.4177
32	21.73	1.1926	0.	0.45064
33	22.864	1.1954	0.	0.48348
34	1.3324	3.6043	0.	2.4762e-003
35	1.2253	2.4026	0.	2.1099e-003
36	22.855	2.3938	0.	0.48295
37	22.852	3.6005	0.	0.48253
38	22.858	4.796	0.	0.48236
39	21.723	4.7975	0.	0.44949
40	20.585	4.7962	0.	0.4166
41	19.45	4.7988	0.	0.38387
42	18.319	4.7774	0.	0.35147
43	17.189	4.7382	0.	0.31931
44	16.03	4.7293	0.	0.28672
45	14.889	4.7505	0.	0.25509
46	13.72	4.7582	0.	0.22339
47	12.523	4.7599	0.	0.1918
48	11.265	4.7301	0.	0.15984
49	9.9817	4.7455	0.	0.12876
50	8.4588	4.7512	0.	9.4374e-002
51	7.7606	5.301	0.	7.9065e-002
52	3.4846	2.3366	0.	1.6529e-002
53	8.4076	3.7313	0.	9.398e-002
54	2.6641	3.4988	0.	9.7888e-003
55	2.37	2.3661	0.	7.7993e-003
56	9.1956	1.8956	0.	0.11168
57	10.184	2.2421	0.	0.13459
58	11.287	2.3853	0.	0.16137
59	12.494	2.3837	0.	0.19201
60	13.688	2.3626	0.	0.22345
61	14.878	2.3401	0.	0.25566
62	16.036	2.3557	0.	0.28769
63	17.188	2.3654	0.	0.32005
64	18.322	2.371	0.	0.35229
65	19.449	2.3877	0.	0.38456
66	20.574	2.3978	0.	0.41696
67	21.714	2.3908	0.	0.44993
68	21.714	3.5977	0.	0.44962
69	20.569	3.5955	0.	0.41652
70	19.438	3.587	0.	0.38394
71	18.319	3.5733	0.	0.35189
72	17.191	3.5484	0.	0.31984
73	16.031	3.5243	0.	0.28725
74	14.857	3.5462	0.	0.25478
75	13.674	3.5585	0.	0.22278
76	12.457	3.5685	0.	0.19075
77	9.6848	3.4476	0.	0.12264
78	6.58	5.0797	0.	5.5901e-002
79	6.9304	4.7436	0.	6.3072e-002
80	4.5574	0.79813	0.	2.6415e-002
