Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	8.	2.1	0.	0.34697
2	8.	2.2	0.	0.34776
3	8.	2.3	0.	0.34842
4	8.	2.4	0.	0.34898
5	8.	2.5	0.	0.34944
6	8.	2.6	0.	0.3498
7	8.	2.7	0.	0.35008
8	8.	2.8	0.	0.35028
9	8.	2.9	0.	0.3504
10	8.	3.	0.	0.35043
11	8.	3.1	0.	0.3504
12	8.	3.2	0.	0.35028
13	8.	3.3	0.	0.35008
14	8.	3.4	0.	0.3498
15	8.	3.5	0.	0.34944
16	8.	3.6	0.	0.34898
17	8.	3.7	0.	0.34842
18	8.	3.8	0.	0.34776
19	8.	3.9	0.	0.34697
20	8.1667	2.1	0.	0.36223
21	8.1667	2.2	0.	0.36299
22	8.1667	2.3	0.	0.36364
23	8.1667	2.4	0.	0.36419
24	8.1667	2.5	0.	0.36464
25	8.1667	2.6	0.	0.365
26	8.1667	2.7	0.	0.36527
27	8.1667	2.8	0.	0.36547
28	8.1667	2.9	0.	0.36559
29	8.1667	3.	0.	0.36562
30	8.1667	3.1	0.	0.36559
31	8.1667	3.2	0.	0.36547
32	8.1667	3.3	0.	0.36527
33	8.1667	3.4	0.	0.365
34	8.1667	3.5	0.	0.36464
35	8.1667	3.6	0.	0.36419
36	8.1667	3.7	0.	0.36364
37	8.1667	3.8	0.	0.36299
38	8.1667	3.9	0.	0.36223
39	7.9	5.9	0.	0.3184
40	7.9	5.8	0.	0.31937
41	7.9	5.7	0.	0.32033
42	7.9	5.6	0.	0.3213
43	7.9	5.5	0.	0.32228
44	7.9	5.4	0.	0.32327
45	7.9	5.3	0.	0.32426
46	7.9	5.2	0.	0.32526
47	7.9	5.1	0.	0.32626
48	7.9	5.	0.	0.32728
49	7.9	4.9	0.	0.3283
50	7.9	4.8	0.	0.32932
51	7.9	4.7	0.	0.33036
52	7.9	4.6	0.	0.33139
53	7.9	4.5	0.	0.33243
54	7.9	4.4	0.	0.33347
55	7.9	4.3	0.	0.3345
56	7.9	4.2	0.	0.33552
57	7.9	4.1	0.	0.33651
58	7.9	4.	0.	0.33744
59	7.9	3.9	0.	0.33828
60	7.9	3.8	0.	0.339
61	7.9	3.7	0.	0.33963
62	7.9	3.6	0.	0.34016
